path,sha256,kind,added,deleted,binary,bytes,role,why,decision
contracts/maintenance/interface-knowledge.schema.json,e5932bb27e975eae6796e48ebcfecf7b1561c4b17eca53820223407b4506449f,contract-artifact,338,0,False,6994,指定环境与修订的接口语义资料,从Rust DTO生成；为指定环境与修订的接口语义资料提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/manifest.json,60d19827ce5f1149c3c96746715768fc2bda545b3ba2b1dd03a0c08529c5537d,contract-artifact,20,0,False,1476,该合同包的版本和文件SHA清单,让跨仓库同步能检测错版/漏同步/改内容不升版,保留：合同治理必要的机器清单
contracts/maintenance/page.schema.json,1a365cd7ca767b279806ba5ec6583c997c5a5d26c5f2c3c889952293b0a92050,contract-artifact,155,0,False,3202,维护任务列表摘要分页,从Rust DTO生成；为维护任务列表摘要分页提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/plan.schema.json,037fe6818673c05e7336359c6e9ec680207c383763cc7e1966cd32aac70eef80,contract-artifact,626,0,False,13858,模型选择策略及各类变更动作,从Rust DTO生成；为模型选择策略及各类变更动作提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/publish.schema.json,2f55daa3ad3f09e77b63f37d02461d8aa93a3547c2b67f9143fea99d4a665fd3,contract-artifact,20,0,False,394,统一知识发布请求及期望代次,从Rust DTO生成；为统一知识发布请求及期望代次提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/reply.schema.json,76c1906c9569af77ff8b2b6b2519a9c3f4797b1fb3bd307d5b7bc5ac6ca1a750,contract-artifact,811,0,False,17528,模型分段审阅/汇总/回读/计划回复联合,从Rust DTO生成；为模型分段审阅/汇总/回读/计划回复联合提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/restore.schema.json,1991ccf9df27855d08a6787bcba7749f8a62b0106596342091ee37b029d78e00,contract-artifact,30,0,False,617,统一知识回退请求及显式目标,从Rust DTO生成；为统一知识回退请求及显式目标提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/run.schema.json,b510a00693b361f9ca70340ed60602db67da9b8c4408b4cb7620560e15461e8c,contract-artifact,960,0,False,20923,任务状态、进度、模型次数与候选,从Rust DTO生成；为任务状态、进度、模型次数与候选提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/snapshot.schema.json,ea43a45d309ed237bcd22baf1ea3f6697e96778e585b0d14ca534a987da6aa63,contract-artifact,777,0,False,16229,全量接口/字段/事实/目录/语义固定输入,从Rust DTO生成；为全量接口/字段/事实/目录/语义固定输入提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/start.schema.json,d1613937133f6782d99a9deb5f99ba33419ddce7d487b512a64e6d583056471d,contract-artifact,15,0,False,282,仅含幂等request_id的显式重构请求,从Rust DTO生成；为仅含幂等request_id的显式重构请求提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
contracts/maintenance/types.generated.ts,f7266c46bee72eea001e0c857bcb8977152a3223dd96851c6793ffcd6bf46f91,contract-artifact,51,0,False,8624,该合同包的TypeScript类型,由Schema自动生成，插件/前端复制同版类型；静态类型不替代运行时校验,保留分发物：只改源合同后重生成
contracts/maintenance/versions.schema.json,1c75217a5f96bb3df42a414f4860568313bd1724f812469052aafc09c39e984e,contract-artifact,83,0,False,1534,统一知识版本历史,从Rust DTO生成；为统一知识版本历史提供运行时类型校验，前后端不靠手写猜字段,保留合同分发物：生成Schema有重复定义，适合自动校验/折叠审查而非逐行人工维护
crates/access/src/platform.rs,104de0b19326f20e6580cd2fbcc871c9fad7037fdf49e96e83a7ae7e60261e74,code,29,0,False,3783,增加项目环境管理的访问端口和分页类型,插件与平台需同一项目权限约束下读写环境,调整：环境存储当前挂在PlatformAccess，使认证端口变宽
crates/application/Cargo.toml,90e68af529de8d2491325bad3f69461f819755140a7878d13ab565e0a92a8e48,configuration,3,0,False,596,application包依赖/特性声明,编排维护阶段使用序列化、内容摘要及evidence端口；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/application/src/capture.rs,08a5403770d7ec7aeabd7502da9ccaaceecc176018b8040428d196c9fbe5d741,code,10,0,False,336,用一个trait组合采集收讫与证据读取存储端口,避免intake直接依赖evidence；基础设施可以实现同一对象,保留：10行是实际依赖边界，不值得再拆一个crate
crates/application/src/catalog_preview.rs,1e4e55a7d1771848c99408ade0ef43882380a8ff44ca2050f6f8f2b443a900ce,code,61,0,False,2057,旧目录快照生成、模型调用、结构检查的编排,早期可评估目录而不发布的入口,兼容保留：与新引擎有功能重叠，应冻结
crates/application/src/catalog_publication.rs,f7c1d38c38ecb642183de9dec8405f2c29a19d4a17d828193b5fb9f874495983,code,85,0,False,2579,旧目录发布与回退应用服务、期望版本检查,保证旧候选先检查再进入事务，不绕过目录保护,兼容保留：和统一发布共享不变量，不继续双份实现规则
crates/application/src/ingestion.rs,c63f047c54a41cfbe6e398a6765240b60b0cae4f00765822716c042387f96d7e,code,43,0,False,1378,串接项目鉴权、批次预处理和可靠接收存储,热路径只做必要判断，不触发LLM,保留：服务较薄但有真实编排价值
crates/application/src/lib.rs,61fdbcc8cb86fa6142afda9d49e59386e2ac01cba52f696eb151ab866dfd800b,code,19,0,False,535,导出采集、处理、目录发布、维护编排模块,对HTTP/基础设施只暴露应用层公共入口,保留：不应直接塞入实现
crates/application/src/maintenance.rs,c372c993ad3f714e981eba0fcd2a08bf778605f45cfef30e5c0786f08ffe1275,code,120,0,False,3643,定义租约/检查点/模型调用审计/统一发布/受控回读端口,让长任务、发布策略和外部存储可替换,保留并调整：120行多个端口可按生命周期组织，勿变成通用工作流框架
crates/application/src/maintenance_engine.rs,7e004cc61b58ee1e5352fc964bbc84290570baead7c180294efc8319283476ac,code,950,0,False,45829,逐段审阅、汇总、全局决策、回读、预算及失败恢复,用户明确要求全量覆盖且不静默抽样；单次LLM调用无法可靠完成所有阶段,需要收缩：950行同时处理分片和编排，拆预算/快照读取/执行阶段；模型成本收益尚未充分证明
crates/application/src/processing.rs,f497832e8ecdec5f7659892309ac09788f18ec2405548ef124b34ad9ed196849,code,31,0,False,1033,领取并完成一条观测处理,把可靠收讫与正式接口建档分开,保留：31行薄编排，避免HTTP承担后台任务
crates/contracts/Cargo.toml,f4d41f46c3806aa8e13b778e26e1713d78d18eff421b369529e4079b2ca3e722,configuration,0,2,False,337,contracts包依赖/特性声明,让目录/维护公共合同能被Schema生成示例和跨crate调用；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/contracts/examples/capture_schema.rs,384a4ebfede8f9e7c7785a235e96c07654c44ffaca8fe303df5a7f012b19c8f3,scripts,11,0,False,984,导出Rust采集DTO的Schema集合,供capture_contract脚本使用，不是生产bin,保留：开发/交付工具，不计入运行时业务
crates/contracts/examples/catalog_preview_schema.rs,b5e1c408d001c45dfe10ff2806d08b94a2925cfc19b1f889cee159a50b1d53b3,scripts,25,0,False,1233,导出Rust目录DTO的Schema集合,旧合同也要与Rust类型一致,保留：开发/交付工具，不计入运行时业务
crates/contracts/examples/maintenance_schema.rs,d48313026888636b06f99441d9ce72fec63b2d29b75bcde3063715512286d7ef,scripts,9,0,False,963,导出Rust维护DTO的Schema集合,约束模型输出与前端类型来源,保留：开发/交付工具，不计入运行时业务
crates/contracts/src/capture.rs,94e712cbf778ab948c8728f677231344c93935e3a7772f3e34d4f3eb8efe81f5,code,260,0,False,7626,持续采集上下文、记录种类、字段引用、证据与收讫类型,HTTP与未来页面/图片扩展共用稳定信封，结构与证据分开返回,保留：合同必要，但浏览器原生ID不能直接假设等同此UUID
crates/contracts/src/catalog_preview.rs,c16587c306ac17632fee8d4a813c4ec32ca1dd9fb8ed8be36e51bd262a947ea8,code,195,0,False,6745,旧快照、候选树、归属、展示合并组、任务与评估类型,保存历史候选及前端预览，合并展示不修改原始接口,兼容保留：防止与统一维护重复定义同一目录结构
crates/contracts/src/environment.rs,efc4fb6292d2fbeccbfe3f7d1eec01e895704f7d76a3c11a130226089f6a606f,code,39,0,False,1206,按ID/名称指定环境、环境实体与名称检查,满足插件选择已有环境或临时创建，禁止从domain猜环境,保留：和请求体稳定性直接相关
crates/contracts/src/ids.rs,18d81fc01c2f715077eef77865cb471be448bf1ac5f01be7284d5293734bf2cd,code,1,0,False,1507,增加EnvironmentId强类型,避免将环境ID与项目/接口ID混用，接口ID仍独立于目录,保留：与业务规则直接对应
crates/contracts/src/lib.rs,c1bf73ef78e91781d0837279e63386e819a644a9c75b4bcc06d68288c48579ce,code,21,0,False,605,注册跨模块环境/目录/证据/维护合同及共享比较工具,使核心模块通过公共数据结构通信,调整：公共合同已夹带算法，不能继续把所有共享逻辑都堆入contracts
crates/contracts/src/maintenance.rs,e9e3607d136c83c3d01119b0e1b4652d965884fc83ae662d45a73648415bb114,code,372,0,False,10984,语义目标、关系/枚举/描述动作、快照、审阅、候选、发布和历史类型,语义修改可追溯可回退，不能只存一段LLM中文说明,保留并审查：动作模型较宽，应以真实使用证明每种动作；自由JSON元数据需更清楚约束
crates/contracts/src/observed_comparison.rs,c979ed71f612a1037f346c04e40865443450f1ee2861368b2c15685dd62cf03d,code,109,0,False,4288,空数组/null等不足证据的方向性结构覆盖比较,同一判断被接收和后台定义处理使用，不能各自判成删除,调整归属：规则必要，放contracts是为避免核心相互依赖，但它是算法不是纯合同
crates/contracts/src/official_catalog.rs,60e41f9e7e74f1d5cf48f72cde904e840e55044d7aec5a0569387293b449bd29,code,127,0,False,4149,正式目录、固定待分类、版本和并发发布回执类型,发布/回退需要明确目标与期望代次，恢复空初始版也必须显式指定,保留：防止缺字段被当成清空目录
crates/contracts/src/path_identity.rs,de540bd7fb945491713103c5e280dd1cedb53c905ed962ecea4c86d16e9907b4,code,162,0,False,5462,路径数字/UUID/32或64hex参数化及项目例外策略,第一次采集即识别高置信动态段，保留原路径与保守例外,调整归属：算法应有独立纯规则边界；普通数字误判仍需项目例外，不能宣称无误
crates/evidence/Cargo.toml,8d4b93ecb8bf4a8c221c4b48695fdbba0d430db251786fb83d7a164a644d0421,configuration,18,0,False,390,evidence包依赖/特性声明,独立纯提取crate所需contracts、serde、URL/编码工具；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/evidence/src/extraction.rs,f6334552fe9cd6be9854f313072991a689e0885004aac7a7888359f4ed46fb63,code,398,0,False,13862,提取字段值、字典/控件选项、类型转换与省略行为,纯机械处理不调用模型；保留值类型、数组通配字段与样例位置,保留：这是新增evidence crate的主要价值，关联规则应更多移入这里
crates/evidence/src/lib.rs,e56d9fbc926dd9c6d1d74049f9f6fdeb94dcdca52bdcbdfb58b5ccc33177beae,code,57,0,False,1841,暴露纯提取接口、BlobStore及证据存储端口,文件卷未来可换对象存储，提取不能直接调用SQL,保留：接口和实现依赖方向可检查
crates/infrastructure/Cargo.toml,f7ca68614ec00c677cd6d7941dd7ad6a30e6d547ef8802c6cd3c06596d455d35,configuration,2,0,False,928,infrastructure包依赖/特性声明,数据库之外新增文件编码/模型HTTP/证据适配；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/infrastructure/src/admission.rs,45cbcd07ab475bd26968fc07832bfebbe5952cb73eae98e327952a17ba24dac4,code,248,0,False,12641,v1/v2事务接收、幂等回执、同结构快速忽略及入箱,旧队列重试必须稳定；先可靠落库再返回,兼容保留并复用：与capture_store存在头记录/幂等重复实现，抽小型共享事务辅助
crates/infrastructure/src/blob_store.rs,80a6fa2f1db01164ef6ea930789d15713a0e2abd505d10f90373a0153a8baa47,code,184,0,False,6525,项目隔离内容寻址文件存取、原子写、读取校验,图片/原文不把大二进制塞进批次；持久卷可替换,保留：真实外部存储边界，内容去重与权限仍由上层配合
crates/infrastructure/src/capture_store.rs,89781320bd055b5a9aa4984512ed2b798824dc3e1658e1654496b4e0e0f58756,code,503,0,False,24782,v3收讫事务、结构与证据分流、背压、原文和资产索引读取,重复结构的新证据不能被丢；回执表示已可靠接收,需要收缩：503行覆盖收讫与多种查询，应按事务写入/资产/证据读拆开
crates/infrastructure/src/catalog_model.rs,694e84adb987d65c30f537024dfbb72a0c3b2c2213b36afa2895e5f8150ad11d,code,138,0,False,5050,旧单轮目录模型HTTP适配及输出解析,早期目录预览复用用户配置的模型,兼容保留：和maintenance_model共存有迁移原因，不是两套长期模型平台
crates/infrastructure/src/catalog_preview.rs,b206b3bf62682ca10e8fc04c6e17cbe7b3226a0f81312a7f35feb8f006602269,code,280,0,False,14565,旧候选快照/租约/状态存储与鉴权读取,历史快照需要不可变和可审阅，失败不能伪造成功,兼容保留：新任务统一走maintenance_store
crates/infrastructure/src/documents.rs,2a99600b75e443a6fce032ea65b20acc990e8d8f2e428f4007722a83fb83d492,code,247,0,False,17762,后台建档/修订/差异记录、领取重试与文档查询,将已接收观测转为环境最新定义，差异保持待确认,保留并分层：读查询与处理事务当前混在同一实现，可分文件但无需新crate
crates/infrastructure/src/environments.rs,d7c9884ed24b98bc075d814d67ea2683d2c390971fcdd7006ffa32c297b6a277,code,110,0,False,4192,事务内按名称解析/自动建环境、并发重名处理与改名,平台管理与外部上传必须用同一个环境解析规则,保留：避免插件和后端创建两个同名环境
crates/infrastructure/src/evidence_processing.rs,e489d38ca94c1ff7b6eb5053475e4a0e0f4fffc4e58e24cb77422857e9f58efd,code,585,0,False,35423,任务领取、值索引、关系/UI关联、支持样例、反例和去重落库,把120秒同上下文的关联移到后台，重试不刷支持次数,需要收缩：585行把关联判断和SQL交织；纯规则移回evidence，数据库只提供有界候选
crates/infrastructure/src/evidence_retention.rs,85367483c49eba546cfa7c8e785b7b6a7ae62fe2b477460b0f4c309205eeae44,code,53,0,False,4158,24小时临时原文回收，工作样例/候选pin保护与孤立blob清理,用户要求控制持续录制占用，同时保留可追溯证据,保留但待规模验证：当前一次事务按项目加锁，需验证大数据下的清理批量和锁时长
crates/infrastructure/src/knowledge_publication.rs,50ec68912f1006191f26a41a2c245dbcff3b14da276ec2819637be477620a310,code,297,0,False,14113,目录与语义原子发布、统一回退、旧目录操作保留语义,不能出现目录切换而描述没切换，也不能回退删除新观测,保留并去重：与official_catalog共享权限/版本/回执工具，不改变两种操作语义
crates/infrastructure/src/lib.rs,3a11a24c548ae10e79cd41de5bd020a0944a5d7e6b36fe79c21dbdfdec9068c0,code,35,0,False,1077,注册数据库、模型和文件存储适配实现,由装配层注入具体实现，核心模块无需依赖SDK,保留：逐步收紧pub导出，避免把内部辅助函数暴露出去
crates/infrastructure/src/maintenance_model.rs,bfd4b9e69c2230bb4e5c02e07653536409d0e92fc6f2505de3ac30a225eadd8e,code,220,0,False,9512,按阶段构造受约束模型输入、协议schema与HTTP调用,保存发给provider的精确JSON；模型只能产候选，无发布能力,保留并改进：字节预算是保守估算，不是真token成本；图片能力不能默认算已读
crates/infrastructure/src/maintenance_store.rs,98afe04e5f67de06caba581850c75ee32e8fa7a6fc5711370df576dee1f9d213,code,516,0,False,24620,固定知识快照、任务幂等/租约/检查点/调用记录/受控原文读取,持续录制期间任务必须有固定输入，旧执行不能覆盖新执行,需要收缩：516行跨快照和执行存储，分文件并明确一致性/读取清单测试
crates/infrastructure/src/official_catalog.rs,d1db4643a3268bb0365a6f9eddafc49e908dc9158341c2836fe6a39cce4813b6,code,417,0,False,17245,正式目录/版本读取、旧发布回退、固定待分类和新接口兜底,旧快照发布或回退不能丢掉快照后新接口,兼容保留并复用：读取继续需要，旧发布路径应复用新底层不变量
crates/infrastructure/src/path_policy.rs,d884de42442e537d72e428bb56ff3aabb57984a99b2b390bf54a71b7faa0159d,code,47,0,False,1698,持久化每项目路径参数化开关和静态前缀例外,数字段并非总是ID，需可修正规则而不改历史回执,保留：小型适配，不扩展为通用规则引擎
crates/infrastructure/src/platform_store.rs,76af19a2d9704a7c1f44119693af2dbcd2c538f1946cfae1cefe28d0ebd520c2,code,91,0,False,16210,实现环境增查改及与权限一致的事务锁,同名环境自动创建必须处理并发，并在项目权限内完成,调整：与登录/项目同步同文件，后续应聚合为独立环境存储适配
crates/intake/Cargo.toml,ff260bf155e48d6541c6d3be09736ed9b13d3c6f5cdb8ce1ae7fc758f1df5a71,configuration,5,0,False,432,intake包依赖/特性声明,结构指纹、URL解析和原始载荷解码；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/intake/src/batch.rs,2cf9791a4c366dc9da0e75210ee757c22b6532fdddb0aedd0cdf0e05aac957cd,code,121,0,False,3817,v1/v2与v3批次、预处理记录、收讫回执和存储端口,先定义外部可用签名，再让数据库实现它,保留：接口面较宽需保持版本隔离，旧载荷不可重写
crates/intake/src/http_exchange.rs,fa22856edb4658afa535e7d0f738b730c3c5b9b0e1822ce7e5cfe61c4a48b73b,code,361,0,False,14368,请求/响应结构投影、指纹、值无关比较、路径策略及v3准备,频繁XHR要快速忽略同结构，空/截断不能伪证字段删除,保留：性能与正确性核心；本轮证据持久化开销应另算，不能被指纹优化掩盖
crates/intake/src/lib.rs,838639bbe1f4db86e3e75121c4bbbf82836ac07c828aaba1ec38aca9d68aa9fc,code,7,0,False,321,导出批次合同、HTTP结构识别与v3准备函数,接收热路径与后台处理分离,保留：不能引入模型或触发器实现
crates/intake/src/models.rs,b7cd04106b3fb7461a9c47e437084af551dbed9f31648e8600f5289abe890954,code,1,0,False,1431,结构身份类型增加可序列化支持,接口身份需要稳定地用于指纹/传输准备,保留：小幅数据类型适配
crates/knowledge/Cargo.toml,c53caed7f722958d982a039fa5066e2520728e76c9990231249b19864feb9edb,configuration,4,0,False,421,knowledge包依赖/特性声明,原始观测结构提取和目录DTO；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/knowledge/src/catalog_preview.rs,ae4227975f6bf3ee760c80d1d0ae50e7dc90b270360daea5038b3731a4216494,code,39,0,False,1485,旧候选创建/读取/领取/完成存储端口,隔离目录生成与数据库，便于替换生成器,兼容保留：39行边界，不新增平行能力
crates/knowledge/src/lib.rs,9a268e388f86f0bf7555c203f0fc0b80a2ecb76117f657fd38859d9ae7fa530f,code,6,0,False,234,导出观测定义、文档读取、旧候选存储端口,正式接口与候选结构有明确读取边界,保留：仅公共入口
crates/knowledge/src/observed.rs,b6eac9c92b0343d5b1eb9b34b49ba5ed416a95873031f21d4998735e9a79ef14,code,415,0,False,15007,从原始观测提取字段类型、完整性和环境定义，定义文档读写端口,保留观测的事实与不足，不能由空items删除已知数组结构,保留并去重：与intake结构投影相邻规则需共享一致性测试
crates/knowledge/src/ports.rs,b783b751b27b8ee4ae978d1ebc784ab1c94f5e52bca76a80615a204cab61b120,code,25,0,False,1356,增加正式目录、目录内接口与历史版本读取端口,前端读取正式结果不能直接读取候选或访问SQL,保留：接口职责明确
crates/rebuild/Cargo.toml,656d984612a18dbfe749230f4eb1076e0e592db88562249040591c212febfc76,configuration,2,0,False,406,rebuild包依赖/特性声明,候选JSON处理与字段稳定引用摘要；不接入实际禅道或LLM到核心crate,保留：依赖白名单检查可验证，但不能替代文件职责审查
crates/rebuild/src/lib.rs,81f60401f2f47b7c9c4356e560aa8987b216ff79382d9f89218c1de04a8fb987,code,8,0,False,1530,注册目录预览与统一维护的规则/模型端口,重构规则可替换，模型实现仍在infrastructure,保留：旧预览仅兼容，不继续双轨加功能
crates/rebuild/src/maintenance.rs,4fc450c6f244fb1d310554881ee502816f036251d2e639ef4b1ff4a225bf7503,code,1475,0,False,59394,枚举字段、划分阅读单元、覆盖校验、语义动作验证/物化、回读需求和证据提示,保证模型确实覆盖全部字段、不跨项目、不改固定待分类、不把少量值当闭集,需要收缩：1475行含356行测试，剩余1119行仍混合多个职责；规则必要不等于单文件合理
crates/rebuild/src/maintenance_model.rs,a8431161f0318a3eb6d41d10328d3eb910d2346dd2f6bb1ccea9a716842e9cb1,code,10,0,False,423,定义prepare/invoke模型端口,把请求构造与实际调用分开，使应用能在发送前审计,保留：10行端口符合可替换要求，无需额外抽象层
crates/rebuild/src/preview.rs,1c3a872d82de14e42afff2611cd6f2b31fb857a4e5b62e6ac9387cf29cb33e76,code,354,0,False,14747,校验目录图、归属覆盖、固定规则及展示合并组,LLM候选必须机械检查，不能把业务分类的“结构有效”说成正确,保留：新维护也复用目录校验，应保留一份规则
deploy/.env.example,d27e32482b3f3a446dc38d1264c720ff333ebb22aea6fbbf32fd7768d1792b58,configuration,20,0,False,1839,列出采集卷、模型预算/密钥路径和下载发行源可配置项,部署不能依赖开发机隐式配置；示例不放真实秘密,保留：下载项独立需求；超时/调用数只是上限而非体验承诺
deploy/Dockerfile,31300d39dc08f09d4d40b28b3c14e105805c507321ede7eea515d896fdf730a5,configuration,6,2,False,1113,补齐evidence crate构建以及持久卷运行所需目录,workspace构建需包含新crate；API/worker使用相同镜像,保留：未额外引入服务
deploy/compose.catalog-model.yaml,067354e6873faa771ded6cb5cb4890cbde91129b8eb70652a2a7f64773ece2a8,configuration,30,0,False,1594,单独注入模型配置和只读密钥文件挂载,不强迫基础服务依赖模型密钥；可显式组合启用,保留：密钥留在本地，不写入Git
deploy/compose.yaml,01f8b040132a6eb56104c2d459dd5dd6e6706158282e25bf2eb1b10672ea1575,configuration,33,0,False,3604,共享blob卷、初始化所有权、采集开关及下载变量透传,API写入资产后worker须可读，用户UID下重启仍可用,保留：storage-init不是业务微服务；运行实例需另行验证
docs/architecture/0002-modular-backend.md,825d5ffd166f6dff8e5d23dff1c365b2bbb85b65a05d447416cd6a4c9ea24154,documentation,22,0,False,35833,更新证据与统一维护边界和依赖方向,架构文档需与当前实现一致,保留并纠偏：要明示infrastructure里尚存业务编排，不宣称已完全解耦
docs/architecture/diagrams/nexofolio-backend/README.md,c3fe4ed9b75f48ebb423959134fa34519c57756977261120f967754077c226f5,documentation,77,0,False,5894,架构图使用和更新方法,可选可视化的操作说明,可选保留图源/生成方法：独立文档交付，不以业务必要性辩护
docs/architecture/diagrams/nexofolio-backend/backend.architecture.json,0c466f9c275c61c933bc9a805f61d19fdc42848395b9dfd4f06a80b1bfbf85ca,documentation,256,0,False,5149,架构图组件/连线/布局源数据,维护图源，避免人工修改生成HTML,可选保留图源/生成方法：独立文档交付，不以业务必要性辩护
docs/architecture/diagrams/nexofolio-backend/backend.html,671ea08e38c30b84f99513b9313922b8d67e8bbc110189d7c5d8327c614aa97f,documentation,14993,0,False,809809,Archify生成的独立交互架构图及内嵌渲染/导出运行库,离线打开可交互；14993行属于图工具输出，不被Rust服务加载,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/backend.visual-check.1440x900.dark.png,5f4f9af3774eb959efebae195935ff8eeb6dd548daace44a54e14792f8cbbbe1,documentation,0,0,True,121121,架构图在1440x900.dark的截图,人工核对该视口/主题；二进制不计文本新增,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/backend.visual-check.1440x900.light.png,40a129c174078399e4c88353c0d3c09de93b4583f188328c5c802754f0a7d2b0,documentation,0,0,True,118789,架构图在1440x900.light的截图,人工核对该视口/主题；二进制不计文本新增,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/backend.visual-check.2048x1320.dark.png,01d3786c41dd8f804701cc2a90e0232c734b414e005ae0cf1a0f2eaf388d0db0,documentation,0,0,True,163320,架构图在2048x1320.dark的截图,人工核对该视口/主题；二进制不计文本新增,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/backend.visual-check.2048x1320.light.png,4557c92fba650a5e96ba254f463ff0f04497fa79bb1a61afba943e343b07af63,documentation,0,0,True,161069,架构图在2048x1320.light的截图,人工核对该视口/主题；二进制不计文本新增,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/backend.visual-check.html,c833e9c5aa6c972b32669f9c07aee5f9884c02239e512cc4877b497f7fb21763,documentation,32,0,False,1886,可视化检查结果查看页,只用于架构图交付检查,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/backend.visual-check.json,aecc489a5065210a94c859507551dacb5694fa8d386a75f211a4cb608472775c,documentation,548,0,False,17387,架构图多视口/主题检查数据,证明图的布局检查，不证明业务功能,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/delivery.receipt.json,4703100d8f67e8e9dd4565897ed8d59290fec1774d7cf6e04c26b741d5404c30,documentation,24,0,False,767,图交付文件哈希与尺寸回执,追踪图源/生成物的一致性,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/review.md,15c77becb36772ed1987172f5b3d9355a3cc214a9c5d1dd9046a099a7a86f53e,documentation,31,0,False,1823,图的人工复核范围,区分视觉质量与架构事实,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/architecture/diagrams/nexofolio-backend/sources.json,b8c6d7fc7193f008ea6e3ba1d85f320b64ac3349b4fea78b02f9772928fa2828,documentation,152,0,False,5400,生成图时依据的源码路径与哈希,图对某一工作区快照负责，不代表现在运行服务,可选保留图源/生成方法：独立文档交付，不以业务必要性辩护
docs/architecture/diagrams/nexofolio-backend/update.mjs,a25c24d82086c3566a2120cf2bfad45f338d6d346c65659f99082a9cfb445e13,documentation,55,0,False,2341,调用Archify校验/生成/检查的更新入口,重复生成图而不手动修巨大HTML,可选保留图源/生成方法：独立文档交付，不以业务必要性辩护
docs/architecture/diagrams/nexofolio-backend/validation.receipt.json,2bf7d0877216d6896f5eb450a99ed9b58a7509fcd0ccc29ff599186109e9095c,documentation,91,0,False,1950,图结构验证回执,仅架构图结构检查证据,建议移出主代码审查：作为文档附件/发布产物归档；不是后端运行必要文件
docs/contracts/0003-ingestion-contract-governance.md,8a4d028b82d727768a630fe47ca2722ded1f7c061ec1e15b0d1f8d93f76c9d5d,documentation,132,0,False,12699,规定Schema/TS/manifest/行为样例和升版流程,用户明确要求改A能发现其他模块受影响,保留：行为文档不是自动生成代码，需与真实实现一致
docs/contracts/0004-ingestion-and-environments.md,8804c1e8b8c4ca3d8f54b805cd5f80ac036c8917ea0108fdc570076afa3038c1,documentation,102,0,False,8630,接收签名、回执和环境增查改说明,插件与其他来源应使用公开稳定合同,保留：行为文档不是自动生成代码，需与真实实现一致
docs/contracts/0005-observed-interface-documents.md,d5fa9229fe4069c7e4bdcb7d9bcc08d423d298fb3ae2988b8e94da5152c5d0e7,documentation,64,0,False,5440,观测定义/不足信息/差异及查询语义,避免把观测当已确认最终接口合同,保留：行为文档不是自动生成代码，需与真实实现一致
docs/contracts/0006-catalog-preview.md,759cd918329c3276c0f0931937380508472c628ee4c768d112c2443c85ec5817,documentation,92,0,False,8123,旧目录候选、结构检查和模型约束,保留历史预览使用方式和兼容语义,保留：行为文档不是自动生成代码，需与真实实现一致
